no.,crash_year,crash_month,crash_date,crash_hour,crash_minute,crash_area,crash_country,operator,flight,crash_route_start,crash_route_mid,crash_route_end,type,registration,fuselage_number,aboard,fatalities,ground,summary,crash_reason,survived,crash_survivor,crash_opr_type,lon,lat,
5077,2005,12,10,19,8,Near Port Harcourt,Nigeria,Sosoliso Airlines,1145,Abuja , Port Harcourt,NA,McDonnell DC-9-32,5NBFD,47562/685,13,15,0,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training ofNigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear.",natural_cause,0,dead,Civilian,7.0498442,4.815554,
5078,2005,12,19,19,40,Off Miami Beach,USA,Chalk's Ocean Airways,101,"Miami, Florida "," Bimini, Bahamas",NA,Grumman G73T Turbo Mallard,N2969,J-27,103,105,0,"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.",miscellaneous,0,dead,Civilian,-80.1300455,25.790654,
5079,2005,12,23,29,27,Nardaran,Azerbaijan,Azerbaijan Airlines,217,"Baku,Azerbaijan "," Aktau, Kazakhstan",NA,Antonov AN-140-100,4KAZ48,36525307036,120,119,0,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.,miscellaneous,1,alive,Civilian,49.9881435,40.5738701,
5080,2006,11,17,37,7,Puncak Jaya,Indonesia,Trigana Air Service,NA,Mulia , Ilaga,NA,de Havilland Canada DHC-6 Twin Otter 300,PKYPY,535,25,31,0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.,mountain_crash,0,dead,Civilian,137.1866179,-4.0845986,
5081,2005,12,28,19,5,Truckee,USA,Skyward Aviation,NA,Twin Falls , Truckee , Carlsbad ,Gates Learjet 35A,N781RS,35-218,102,103,0,"On final approach the plane crashed into an open field 2,200 feet short of the runway threshold. The plane was scheduled to pick up passengers for a trip to Carlsbad. The pilot's inadequate compensation for the gusty crosswind condition and failure to maintain an adequate airspeed while maneuvering in a steep turn close to the ground.",technical_failure,0,dead,Civilian,-120.1832533,39.327962,
5082,2006,1,2,14,11,Near Karkov,NA,Evolga,NA,Moscow , Karkov,NA,British Aerospace BAe-125-700A,P4AOD,257153,149,147,0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold.",miscellaneous,2,alive,Civilian,36.230383,49.9935,
5083,2006,1,8,18,0,Bukalaza, Uganda,Service Air,NA,Entebbe , Kinshasa,NA,Antonov 12,9QCIH,4341803,200,205,0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.,technical_failure,0,dead,Civilian,NA,NA,
5084,2006,1,9,38,30,Near Orumiyeh,Iran,Military - Iranian Revolutionary Guard Corps Air Force,NA,Tehran , Orumiyeh,NA,Dassault Falcon 20,152233,318,14,17,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions.",natural_cause,0,dead,Military,45.0786282,37.5498061,
5085,2006,1,19,25,30,Near Telkibanya, Hungary,Military - Slovak Air Force,NA,Pristina , Kosice,NA,Antonov AN-24V,5605,97305605,180,174,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport.",technical_failure,6,alive,Military,21.3574907,48.4854061,
5086,2006,1,21,2,0,Near Port Alberni,Canada,SoniBlue Airways,604,Tofino , Vancouver,NA,Cessna 208B Grand Caravan,CGRXZ,208B0469,223,147,0,"The pilot issued a mayday after experiencing engine trouble while en route and asked to divert to Port Alberni Airport on Vancouver Island but crashed into mountainous wooded area, 6 miles from the airport runway.",technical_failure,76,alive,Civilian,-124.8055494,49.2338882,
5087,2006,2,5,21,53,Near Watertown,USA,Air Cargo Carriers,NA,NA,NA,NA,Shorts 360-100 /Shorts 360-300,N3735WN372AC,SH-3735/SH-3720,149,147,0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation.",technical_failure,2,alive,Civilian,-75.9107565,43.9747838,
5088,2006,2,8,16,12,Near Paris,USA,TriCoastal Air,NA,"Dayton, Ohio ",,NA,Swearingen SA.226TC Metro II,N629EK,TC-396,2,3,0,"The pilot of the cargo flight reported he had an asymmetrifuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six 'Maydays.' The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons.",technical_failure,0,dead,Civilian,2.3522219,48.856614,
5089,2006,3,7,21,20,Labiano,Spain,Aerovalles,NA,Madrid , Pamplona,NA,Cessna 421C Golden Eagle III,ECJAX,421C0337,200,205,0,"While approaching Noain airport in bad weather conditions, the twin engine aircraft crashed in the Sierra de Tajonar mountain range. The copilot and a passenger were killed.",mountain_crash,0,dead,Civilian,-121.910525,37.697735,
5090,2006,3,9,21,30,Near La Paz,Bolivia,Military - Fuerza Aérea Argentina,NA,La Paz , Sana Cruz,NA,Learjet 35A,T21,35-115,200,205,0,"While en route, the plane, delivering humanitarian aid, flew into terrain and broke up.",miscellaneous,0,dead,Military,-110.3127531,24.1426408,
5091,2006,3,18,19,48,Butte,USA,Ameriflight,NA,Helena , Butte,NA,Beechcraft C99,N54RP,U-218,102,103,0,The cargo flight crashed into trees 7 nm from the airport  while attempting to land at Bert Mooney Airport. Wreckage was found 2 days later. The second pilot's failure to follow the published instrument approach procedure and the captain's inadequate supervision. Snow and mountain obscuration were factors.,mountain_crash,0,dead,Civilian,-112.5347775,46.0038232,
5092,2006,3,24,14,0,Cuenca,Ecuador,ATESA,NA,Cuenca , Macas,NA,Cessna 208B Grand Caravan,HCBXD,208B-0591,45,188,0,The plane lost altitude shortly after taking off and crashed into a building.,miscellaneous,0,dead,Civilian,-79.0058965,-2.9001285,
5093,2006,3,31,22,35,Rio Bonito,Brazil,Team Air,6865,Macaé , Rio de Janeiro,NA,Let L410UVP-E20,PTFSE,912532,95,99,0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned.",natural_cause,0,dead,Civilian,-97.866157,30.699464,
5094,2006,4,10,13,0,Marsabit,Kenya,Military - Kenya Air Force,NA,Nairobi , Eastleigh AFB,NA,Harbin Yunshuji Y-12-II,132,NA,77,52,0,While on approach the airplane flew into the side of Mount Marsabit which was obscured by clouds.,miscellaneous,25,alive,Military,37.9943453,2.3354966,
5095,2006,4,23,33,55,Kousséri,Cameroon,Military - Lybian Arab Air Force,NA,Sebha , N'Djamena,NA,Antonov 74TK-200,UR74038,36547097933,200,205,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,",technical_failure,0,dead,Military,-71.4774291,41.5800945,
5096,2006,4,23,27,50,Near Tersky,Russia,Yug Avia,NA,NA,NA,NA,NA,RF30451,NA,187,169,0,"Shortly after takeoff, the pilot made sharp manuvers and lost the control of the plane and crashed 1 km from the airport. According to Russian authorities,  the flight was unauthorized and illegal.",technical_failure,18,alive,Civilian,44.22724,43.4841019,
5097,2006,4,24,14,45,Lashkar Gah,Afghanistan,U.S. Government (leased),NA,Kabul , Kandahar , Lashkar Gah,Antonov AN-32B,ZSPDV,3003,66,103,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,technical_failure,0,dead,Civilian,64.4082082,31.6095648,
5098,2006,4,28,35,47,Peak Margarita, Uganda,King Air Charter,NA,Goma ," Bunia, DCR",NA,Cessna 208B Grand Caravan,ZSADL,208B-0381,149,147,0,"The cargo flight on behalf of the United Nations, crashed on the east side of Margarita's peak.The flight crew did not operate the route indicated in the submitted flight plan. Instead, the crew opted to use administrative flight planning data to execute a direct GPS route that led the plane to high terrain with clouds and low visibility, resulting in a controlled flight into terrain.",technical_failure,2,alive,Civilian,-117.3903178,33.4441945,
5099,2006,5,3,26,15,Off Sochi,Russia,Armavia,967,"Yerevan, Armenia "," Sochi, Russia",NA,Airbus A320-211,EK32009,547,18,23,0,The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport.,natural_cause,0,dead,Civilian,39.7341543,43.6028079,
5100,2006,5,14,16,32,"La Ronge, Saskatchewan",Canada,Saskatchewan Government Northern Air Operations,NA,Training,NA,NA,Convair CV-580,CGSKJ,202,149,3,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport.",technical_failure,146,alive,Civilian,-105.285989,55.10823,
5101,2006,5,23,23,22,Off São Tomé Island,NA,Air São Tomé,NA,Training,NA,NA,de Havilland Canada DHC-6 Twin Otter 300,S9BAL,648,176,169,0,The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.,miscellaneous,7,alive,Civilian,6.6210611,0.2602568,
5102,2006,6,2,19,40,Groton,USA,International Jet Charter,NA,"AtlantiCity, NJ "," Groton, CT",NA,Learjet 35A,N182K,35A-293,187,103,0,"A charter jet registered to religious broadcaster Pat Robinson crashed in heavy fog into Long Island Sound, a half mile short of the runway, while making an approach to land at Groton-New London Airport. Both pilots were killed but the three passengers aboard survived. Robertson was not aboard. The crew's failure to properly monitor the airplane's altitude, which resulted in the captain's inadvertent descent of the airplane into water. Contributing to the accident were the foggy weather conditions, and the captain's decision to descend below the decision height without sufficient visual cues.",natural_cause,84,alive,Civilian,-71.5745152,42.6112018,
5103,2006,6,3,21,0,Yaocun,China,Military - Chinese Air Force,NA,NA,NA,NA,KJ-2000,NA,NA,177,171,0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded..",mountain_crash,6,alive,Military,121.374547,30.929513,
5104,2006,6,8,18,15,Mullan,USA,Air Taxi - MajestiAlliance,NA,"Coeur d'Alene, ID "," Missoula, MT",NA,Cessna TU206G,N5136X,U20605582,102,103,0,"While following a highway through a mountain pass in fog the plane struck the mountain. The pilot's VFR flight into IMC and his subsequent failure to maintain terrain clearance. The pilot's inadequate inflight planning/decision, mountain obscuration, trees and high terrain were factors.",mountain_crash,0,dead,Civilian,-115.8018253,47.4702078,
5105,2006,6,11,23,30,Abéché, Chad,Military - Chadian Air Force,NA,N'djamena , Abéché,NA,Lockheed C-130 Hercules,TTPAF,5141,212,188,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived.",technical_failure,24,alive,Military,NA,NA,
